Open,High,Low,Close,Volume,Dividends,Stock Splits
16.47437870314254,19.767070770263675,16.47437870314254,19.767070770263672,141892,0.0,0.0
21.74378204345703,21.74378204345703,21.74378204345703,21.74378204345703,47842,0.0,0.0
23.917064666748047,23.917064666748047,23.917064666748047,23.917064666748047,81054,0.0,0.0
26.308774948120117,26.308774948120117,26.308774948120117,26.308774948120117,133680,0.0,0.0
28.940742492675785,28.940742492675785,28.940742492675785,28.94074249267578,461718,0.0,0.0
31.83481597900391,31.83481597900391,31.83481597900391,31.834815979003906,2011370,0.0,0.0
35.0182991027832,35.0182991027832,35.0182991027832,35.0182991027832,2358687,0.0,0.0
38.518489837646484,38.518489837646484,38.518489837646484,38.518489837646484,2216988,0.0,0.0
39.31572755639005,39.70342339770802,34.668825396836525,36.339744567871094,230707078,0.0,0.0
37.240731964727814,39.09730844091612,36.705600634895646,37.78132247924805,125967598,0.0,0.0
37.071455524164186,41.25421078972889,36.64007495497096,40.50611877441406,112596384,0.0,0.0
40.347760288942176,40.91565415329409,39.190132074833855,40.45697021484375,79449951,0.0,0.0
40.02559262067428,41.16683961678238,36.825730684507555,37.24618911743164,95545765,0.0,0.0
37.502833114932386,40.57164451489189,37.00592737201897,39.293880462646484,82257435,0.0,0.0
38.39290115232194,39.03177948804087,37.73763776365429,38.22362518310547,58446327,0.0,0.0
38.33283180168481,38.873422269512936,35.95750550433128,37.8359260559082,61038115,0.0,0.0
37.21342565032796,37.21342565032796,35.76638937308381,35.995731353759766,47307954,0.0,0.0
35.49336642264553,39.25020420608592,35.427841206793,37.573822021484375,61808009,0.0,0.0
37.57381501430913,40.68085174575084,37.51374899449937,38.70414352416992,88584168,0.0,0.0
38.66045966414286,39.08092181215212,37.737632611203416,39.06999969482422,55924162,0.0,0.0
40.953874268746766,41.439861606198804,39.13006445623832,39.534141540527344,65671921,0.0,0.0
38.22362537808739,43.10532883737927,37.994283378355824,42.07328796386719,87061053,0.0,0.0
41.51631367958366,46.2888069152832,41.28151250906604,46.2888069152832,77553381,0.0,0.0
44.776237361521225,48.309195446833506,44.24656904505361,45.15847396850586,86763699,0.0,0.0
45.158476450137094,46.27788291437073,43.73874361712254,45.81373977661133,53127352,0.0,0.0
45.38236299043767,45.96117903911257,43.49848311465313,44.92913818359375,51507628,0.0,0.0
44.92913818359375,46.070388977636895,43.74420641369286,44.92913818359375,48804910,0.0,0.0
44.776242516861636,46.49630557161327,44.049994754693586,45.262229919433594,45134069,0.0,0.0
45.04927114733663,49.789002071758574,44.78170735498381,49.652488708496094,76852143,0.0,0.0
48.59860722860043,49.439527894549634,47.80683422288362,48.391109466552734,45025833,0.0,0.0
48.32557598692763,50.760968305053,47.779526335638344,50.111167907714844,47701845,0.0,0.0
49.69070664609938,51.91860126222283,45.0984115600586,45.098411560058594,82294826,0.0,0.0
43.95716418806469,45.10387409060681,41.827561154612106,42.70124435424805,70716598,0.0,0.0
42.59203663580367,42.9415106837026,41.319735433666594,41.52723693847656,41057251,0.0,0.0
41.77296054213993,42.231644530371106,40.95388038482427,41.96407699584961,32475322,0.0,0.0
41.92585526308146,41.93131444767276,38.50211039922616,39.43585968017578,50630952,0.0,0.0
39.315727249626995,40.205791797058936,38.780595934371966,38.99901580810547,32280568,0.0,0.0
38.44204459589763,40.02013514433267,38.25092439136439,39.621517181396484,35736352,0.0,0.0
39.18467196635755,39.93822313401213,37.4919123686871,38.00519943237305,31119960,0.0,0.0
37.677571792906754,38.813359668662414,36.9130984631789,38.03250503540039,28272501,0.0,0.0
38.48572704743686,40.65901107012527,38.2236224605269,40.29315948486328,35936904,0.0,0.0
40.13480421422843,40.17848893947633,38.82974038860741,39.05362319946289,26587470,0.0,0.0
38.98809808612333,41.3142808770755,38.38744149090253,40.44059753417969,33254755,0.0,0.0
40.18940642449007,40.675390031921246,39.872695015038204,40.64809036254883,21012948,0.0,0.0
39.861779280375195,40.51158350472618,39.33211086792119,40.413291931152344,19709202,0.0,0.0
40.298619312017095,40.34776321982672,39.009936843552524,39.08092498779297,21124112,0.0,0.0
38.75875528318834,39.332108386678854,37.67757053872292,37.73763656616211,23250069,0.0,0.0
37.13152101146444,38.158098917285955,36.1540870148144,37.67211151123047,19287527,0.0,0.0
38.169021832027546,38.50211461625864,37.186128533782714,37.21889114379883,14804706,0.0,0.0
37.06599706591669,37.737641830473216,36.03941902116894,37.650272369384766,19661272,0.0,0.0
37.66118559532682,38.649541610838796,37.1424356354627,37.98881912231445,18375910,0.0,0.0
37.71033381708379,38.36013801202842,36.70013720051809,36.84211349487305,16199850,0.0,0.0
36.94040100123124,38.032504124938534,36.62915249209304,37.732177734375,21947644,0.0,0.0
37.02777265495337,38.878886266264324,36.96770662337736,37.568363189697266,24049677,0.0,0.0
37.448222377459935,38.75874889728686,37.071448721353185,38.47480010986328,23247165,0.0,0.0
38.55671413036531,40.58256657327623,38.44204500597414,39.86724090576172,33865131,0.0,0.0
39.643357741356255,40.13480434042034,39.21197717101689,39.87269973754883,18600906,0.0,0.0
39.96552509748442,40.40782775028014,38.021583097961006,38.21815872192383,24627256,0.0,0.0
37.399081409500006,37.78677721268365,35.49882043133627,35.766387939453125,28622183,0.0,0.0
35.384156463135135,35.384156463135135,33.3091600501113,34.543235778808594,28639449,0.0,0.0
34.510472788686485,35.08382591965723,34.27020866741413,34.86540603637695,14521604,0.0,0.0
34.72889375949268,34.93639527971486,33.52212142944336,33.52212142944336,17440705,0.0,0.0
33.09073748709846,34.21014412437598,32.93784656170744,33.767845153808594,15937331,0.0,0.0
