Open,High,Low,Close,Volume,Dividends,Stock Splits
17.415874100197033,17.69740063672273,17.415874100197033,17.528484344482422,26000,0.0,0.0
17.67021511859277,17.67021511859277,17.54401397705078,17.54401397705078,6000,0.0,0.0
17.08580780029297,17.08580780029297,17.017853180638244,17.08580780029297,16000,0.0,0.0
16.50333613110529,16.598472595214844,16.38878353303986,16.598472595214844,34000,0.0,0.0
16.586823353229928,16.600414276123047,16.503335461904616,16.600414276123047,13500,0.0,0.0
16.959602816968776,17.08580582599412,16.90523912752683,17.027559280395508,21500,0.0,0.0
17.085805634409972,17.136286467129207,16.891648015759294,16.91106414794922,91000,0.0,0.0
16.27034508809713,16.406254297559894,16.136376380698632,16.330533981323242,64500,0.0,0.0
16.115022048076476,16.212100862243226,16.066481715180913,16.153852462768555,33500,0.0,0.0
15.959696984217226,16.076190082094147,15.823785901194945,15.882034301757812,33500,0.0,0.0
16.36743116760911,16.522756576538086,16.202397689168954,16.522756576538086,54000,0.0,0.0
15.532550994148332,15.674285433091967,15.4179984009405,15.627687454223633,128500,0.0,0.0
14.73650843100484,14.73650843100484,14.253057628153389,14.319070816040039,150500,0.0,0.0
14.027835572829835,14.099673972567857,13.794847519459498,13.823970794677734,165000,0.0,0.0
14.85300211780886,14.85300211780886,14.542350467443052,14.785046577453613,103000,0.0,0.0
13.486137055953186,13.78319684487355,13.319162206076813,13.649229049682617,140500,0.0,0.0
13.398767376848406,13.56380081176758,13.251207721791369,13.563800811767578,107500,0.0,0.0
14.084142263340594,14.239467639339908,13.872510836763555,14.066667556762695,239000,0.0,0.0
14.173454758957106,14.559826779127961,14.016187025357265,14.097733497619629,51500,0.0,0.0
14.755924605742916,15.085991492616815,14.755924605742916,15.047160148620605,72000,0.0,0.0
15.105406538234863,15.334510803222654,15.105406538234863,15.334510803222656,44000,0.0,0.0
15.19277771015273,15.19277771015273,14.998620986938477,14.998620986938477,22500,0.0,0.0
14.709326417709931,14.755923471436043,14.152095794677734,14.152095794677734,80500,0.0,0.0
14.029776320418346,14.029776320418346,13.495845622134565,14.02783489227295,131000,0.0,0.0
14.134620854348837,14.134620854348837,13.833677291870119,13.833677291870117,20500,0.0,0.0
14.220049168420049,14.41614821034523,14.210341102561827,14.27247142791748,70000,0.0,0.0
14.38702653872431,14.559826623253402,14.321013345760171,14.48604679107666,23000,0.0,0.0
15.231607806488793,15.336453261662934,15.047159166004814,15.270439147949219,68000,0.0,0.0
14.853001557854396,14.983086497566445,14.513226646324163,14.651078224182129,84500,0.0,0.0
14.889892394630264,14.996678352355957,14.814171139795322,14.996678352355957,23500,0.0,0.0
15.328686408952487,15.328686408952487,15.144237771044676,15.14617919921875,21000,0.0,0.0
15.190834383550504,15.241315217859368,15.126762626605572,15.200542449951172,33000,0.0,0.0
14.979204090709832,15.144237518310549,14.899599056215896,15.144237518310547,21000,0.0,0.0
15.280147552490236,15.357810237127596,15.280147552490236,15.280147552490234,14000,0.0,0.0
15.849025278472105,15.849025278472105,15.534491731284003,15.62962818145752,50500,0.0,0.0
15.511192912899991,15.534492827365286,15.435471662683364,15.522842407226562,20500,0.0,0.0
15.047161214682767,15.047161214682767,14.765633719311518,15.033570289611816,37000,0.0,0.0
15.107349055849022,15.118998551629112,14.9908550238604,15.047160148620605,42500,0.0,0.0
15.872325633211355,16.008234859456344,15.730591196806056,15.971344947814941,144000,0.0,0.0
16.794570302951367,16.988727934278597,16.697493338912153,16.775156021118164,143500,0.0,0.0
16.697493090341478,16.841168031890334,16.600414276123047,16.600414276123047,35500,0.0,0.0
16.21209974547291,16.21209974547291,15.883973413224755,15.936396598815918,116000,0.0,0.0
16.037360194330116,16.11502287934475,16.01794406017034,16.066482543945312,45500,0.0,0.0
16.299468771882555,16.322765905666845,16.270344577216118,16.3052921295166,21000,0.0,0.0
16.64895276919643,16.74603158348353,16.647012266852826,16.680017471313477,30500,0.0,0.0
16.777097660014483,17.000377655029297,16.777097660014483,17.000377655029297,248500,0.0,0.0
17.571198186263413,17.63332758858381,17.299377884956957,17.590614318847656,251500,0.0,0.0
17.637212459563273,17.637212459563273,17.410049607575488,17.425582885742188,88000,0.0,0.0
17.36539272527611,17.668277740478516,17.29937861236364,17.668277740478516,94000,0.0,0.0
18.600228951570404,19.171049541679697,18.600228951570404,19.03708267211914,117500,0.0,0.0
19.085619791840728,19.172990529726377,18.980775276702783,18.998249053955078,118500,0.0,0.0
18.72643308233549,18.821569544449197,18.72643308233549,18.73613929748535,30500,0.0,0.0
19.046793085922694,19.153578123955267,18.862343508776213,18.881759643554688,22500,0.0,0.0
18.881758642191155,19.027375942058104,18.82351024094483,18.953596115112305,32000,0.0,0.0
19.299195347519632,19.415690304058774,19.254539719023178,19.328319549560547,52500,0.0,0.0
19.415686399989546,19.42539446538444,19.221528795339992,19.270069122314453,13000,0.0,0.0
18.736140923633887,19.105040086576174,18.639063950714455,18.7264347076416,63000,0.0,0.0
19.013783075887694,19.41568737497281,19.013783075887694,19.075912475585938,36000,0.0,0.0
19.61178926360665,19.976803723193395,19.609848761031486,19.969038009643555,54500,0.0,0.0
19.998160147847607,20.192315927916873,19.904964188374738,20.075822830200195,26000,0.0,0.0
19.512766369165185,19.512766369165185,19.3962714290843,19.415687561035156,27000,0.0,0.0
20.007867854559116,20.28939437866211,20.007867854559116,20.28939437866211,56500,0.0,0.0
20.19619903831534,20.580629563294323,20.192314330624264,20.532089233398438,31000,0.0,0.0
20.609751694764576,20.609751694764576,20.46801726586974,20.580629348754883,25000,0.0,0.0
